TICKER,YEAR,ASSETS,LIABILITIES,EQUITY,REVENUE,EXPENSES,NET_INCOME,OPERATING_CF,INVESTING_CF,FINANCING_CF,FREE_CF,NET_MARGIN,ROA,ROE,DEBT_EQUITY
DBK.DE,2022,1336788000000.0000,1264460000000.0000,70537000000.0000,26656000000.0000,21131000000.0000,5525000000.000000,-2113000000.00000,-17175000000.000000,614000000.000000,-2450000000.00000,0.207,0.004,0.078,17.926
DBK.DE,2023,1312331000000.0000,1237514000000.0000,73054000000.0000,28875000000.0000,24103000000.0000,4772000000.000000,5606000000.00000,-2576000000.000000,-2852000000.000000,5184000000.00000,0.165,0.004,0.065,16.940
DBK.DE,2024,1387177000000.0000,1307745000000.0000,77826000000.0000,30048000000.0000,26682000000.0000,3366000000.000000,-28584000000.00000,-6781000000.000000,-646000000.000000,-29112000000.00000,0.112,0.002,0.043,16.803
DCC.L,2021,,,,,,,,,,,,,,
DCC.L,2022,9559176000.0000,6588613000.0000,2905184000.0000,17732020000.0000,17419647000.0000,312373000.000000,451768000.00000,-867427000.000000,21489000.000000,257415000.00000,0.018,0.033,0.108,2.268
DCC.L,2023,9840776000.0000,6782466000.0000,2978091000.0000,22204846000.0000,21870824000.0000,334022000.000000,656905000.00000,-531519000.000000,-100160000.000000,427465000.00000,0.015,0.034,0.112,2.277
DCC.L,2024,9483219000.0000,6300187000.0000,3091391000.0000,18854051000.0000,18527796000.0000,326255000.000000,722022000.00000,-525294000.000000,-472747000.000000,491668000.00000,0.017,0.034,0.106,2.038
DG.PA,2021,100816000000.0000,76046000000.0000,22881000000.0000,50230000000.0000,47633000000.0000,2597000000.000000,7806000000.00000,-5902000000.000000,-3259000000.000000,5743000000.00000,0.052,0.026,0.114,3.324
DG.PA,2022,111991000000.0000,82582000000.0000,25939000000.0000,62514000000.0000,58255000000.0000,4259000000.000000,9387000000.00000,-5318000000.000000,-2836000000.000000,5886000000.00000,0.068,0.038,0.164,3.184
DG.PA,2023,118558000000.0000,86517000000.0000,28113000000.0000,69885000000.0000,65183000000.0000,4702000000.000000,10540000000.00000,-3977000000.000000,-3433000000.000000,7208000000.00000,0.067,0.040,0.167,3.077
DG.PA,2024,129491000000.0000,95459000000.0000,29947000000.0000,72768000000.0000,67905000000.0000,4863000000.000000,11714000000.00000,-9051000000.000000,-3027000000.000000,7662000000.00000,0.067,0.038,0.162,3.188
DGE.L,2021,,,,,,,,,,,,,,
DGE.L,2022,44183000000.0000,32672000000.0000,9435000000.0000,20516000000.0000,16236000000.0000,4280000000.000000,5213000000.00000,-1792000000.000000,-4373000000.000000,3756000000.00000,0.209,0.097,0.454,3.463
DGE.L,2023,44883000000.0000,33174000000.0000,9856000000.0000,20555000000.0000,16110000000.0000,4445000000.000000,3636000000.00000,-1426000000.000000,-3041000000.000000,2219000000.00000,0.216,0.099,0.451,3.366
DGE.L,2024,45474000000.0000,33404000000.0000,10032000000.0000,20269000000.0000,16399000000.0000,3870000000.000000,4105000000.00000,-1595000000.000000,-3106000000.000000,2595000000.00000,0.191,0.085,0.386,3.330
DHL.DE,2021,63592000000.0000,44093000000.0000,19037000000.0000,81747000000.0000,76694000000.0000,5053000000.000000,9993000000.00000,-4824000000.000000,-6224000000.000000,6257000000.00000,0.062,0.079,0.265,2.316
DHL.DE,2022,68476000000.0000,44758000000.0000,23236000000.0000,94436000000.0000,89077000000.0000,5359000000.000000,10965000000.00000,-3179000000.000000,-7411000000.000000,7053000000.00000,0.057,0.078,0.231,1.926
DHL.DE,2023,66830000000.0000,43942000000.0000,22475000000.0000,81758000000.0000,78083000000.0000,3675000000.000000,9258000000.00000,-2181000000.000000,-6898000000.000000,5877000000.00000,0.045,0.055,0.164,1.955
DHL.DE,2024,69875000000.0000,45665000000.0000,23793000000.0000,84186000000.0000,80854000000.0000,3332000000.000000,8722000000.00000,-2392000000.000000,-6347000000.000000,5786000000.00000,0.040,0.048,0.140,1.919
DIA.MI,2021,3231152000.0000,1863213000.0000,1366377000.0000,1237654000.0000,926686000.0000,310968000.000000,400664000.00000,-1611193000.000000,1256486000.000000,283291000.00000,0.251,0.096,0.228,1.364
DIA.MI,2022,3408082000.0000,1888332000.0000,1518989000.0000,1361138000.0000,1120231000.0000,240907000.000000,389341000.00000,-231952000.000000,-333043000.000000,275655000.00000,0.177,0.071,0.159,1.243
DIA.MI,2023,3211439000.0000,1673471000.0000,1538611000.0000,1148210000.0000,988361000.0000,159849000.000000,311663000.00000,-29102000.000000,-235961000.000000,198423000.00000,0.139,0.050,0.104,1.088
DIA.MI,2024,3304920000.0000,1505898000.0000,1800918000.0000,1185427000.0000,997322000.0000,188105000.000000,358782000.00000,-49809000.000000,-259127000.000000,239066000.00000,0.159,0.057,0.104,0.836
DPLM.L,2021,983400000.0000,442400000.0000,536300000.0000,787400000.0000,717600000.0000,69800000.000000,116100000.00000,-448400000.000000,139700000.000000,109900000.00000,0.089,0.071,0.130,0.825
DPLM.L,2022,1379000000.0000,710800000.0000,662000000.0000,1012800000.0000,918100000.0000,94700000.000000,125000000.00000,-171900000.000000,64400000.000000,109600000.00000,0.094,0.069,0.143,1.074
DPLM.L,2023,1589300000.0000,687300000.0000,895600000.0000,1200300000.0000,1082600000.0000,117700000.000000,189200000.00000,-270900000.000000,107500000.000000,166100000.00000,0.098,0.074,0.131,0.767
DPLM.L,2024,1772100000.0000,877400000.0000,888000000.0000,1363400000.0000,1234100000.0000,129300000.000000,198100000.00000,-294800000.000000,90300000.000000,178400000.00000,0.095,0.073,0.146,0.988
DSFIR.AS,2021,,,,11444000000.0000,10572000000.0000,872000000.000000,,,,,0.076,,,
DSFIR.AS,2022,17403000000.0000,6558000000.0000,10743000000.0000,8390000000.0000,6690000000.0000,1700000000.000000,965000000.00000,876000000.000000,-645000000.000000,281000000.00000,0.203,0.098,0.158,0.610
DSFIR.AS,2023,34270000000.0000,11200000000.0000,22908000000.0000,10627000000.0000,8490000000.0000,2137000000.000000,1265000000.00000,-726000000.000000,-820000000.000000,558000000.00000,0.201,0.062,0.093,0.489
DSFIR.AS,2024,33747000000.0000,11050000000.0000,22511000000.0000,12799000000.0000,12549000000.0000,250000000.000000,1778000000.00000,-252000000.000000,-1334000000.000000,1014000000.00000,0.020,0.007,0.011,0.491
DSY.PA,2021,14218700000.0000,8007700000.0000,6197300000.0000,4860100000.0000,4086400000.0000,773700000.000000,1613100000.00000,-160400000.000000,-711900000.000000,1509400000.00000,0.159,0.054,0.125,1.292
DSY.PA,2022,14261100000.0000,6936200000.0000,7310700000.0000,5665200000.0000,4733700000.0000,931500000.000000,1525200000.00000,-213900000.000000,-1592400000.000000,1392900000.00000,0.164,0.065,0.127,0.949
DSY.PA,2023,14622500000.0000,6776500000.0000,7834100000.0000,5951400000.0000,4900500000.0000,1050900000.000000,1565200000.00000,-161600000.000000,-536700000.000000,1419900000.00000,0.177,0.072,0.134,0.865
DSY.PA,2024,15545900000.0000,6465200000.0000,9066600000.0000,6213600000.0000,5013400000.0000,1200200000.000000,1659800000.00000,-191700000.000000,-1211900000.000000,1466400000.00000,0.193,0.077,0.132,0.713
DTE.DE,2021,281627000000.0000,200158000000.0000,42679000000.0000,107334000000.0000,103158000000.0000,4176000000.000000,32171000000.00000,-27403000000.000000,-10779000000.000000,5806000000.00000,0.039,0.015,0.098,4.690
DTE.DE,2022,298590000000.0000,211270000000.0000,48558000000.0000,113608000000.0000,105607000000.0000,8001000000.000000,35819000000.00000,-22306000000.000000,-15438000000.000000,11705000000.00000,0.070,0.027,0.165,4.351
DTE.DE,2023,290305000000.0000,199068000000.0000,56925000000.0000,111308000000.0000,93520000000.0000,17788000000.000000,37298000000.00000,-10213000000.000000,-25534000000.000000,19432000000.00000,0.160,0.061,0.312,3.497
DTE.DE,2024,304934000000.0000,206294000000.0000,63296000000.0000,115111000000.0000,103902000000.0000,11209000000.000000,39874000000.00000,-18900000000.000000,-20282000000.000000,20703000000.00000,0.097,0.037,0.177,3.259
DTG.DE,2021,54800000000.0000,38377000000.0000,15920000000.0000,39764000000.0000,37417000000.0000,2347000000.000000,2100000000.00000,4260000000.000000,-875000000.000000,1020000000.00000,0.059,0.043,0.147,2.411
DTG.DE,2022,63969000000.0000,43363000000.0000,20052000000.0000,50945000000.0000,48280000000.0000,2665000000.000000,-523000000.00000,-4167000000.000000,3334000000.000000,-1655000000.00000,0.052,0.042,0.133,2.163
DTG.DE,2023,71212000000.0000,48987000000.0000,21605000000.0000,55890000000.0000,52115000000.0000,3775000000.000000,386000000.00000,-2082000000.000000,2931000000.000000,-920000000.00000,0.068,0.053,0.175,2.267
DTG.DE,2024,73854000000.0000,51004000000.0000,22205000000.0000,54077000000.0000,51177000000.0000,2900000000.000000,1555000000.00000,-2552000000.000000,403000000.000000,-321000000.00000,0.054,0.039,0.131,2.297
EDEN.PA,2021,10323000000.0000,11192000000.0000,-953000000.0000,1627000000.0000,1314000000.0000,313000000.000000,604000000.00000,-180000000.000000,-57000000.000000,490000000.00000,0.192,0.030,-0.328,-11.744
EDEN.PA,2022,11174000000.0000,11787000000.0000,-718000000.0000,2031000000.0000,1645000000.0000,386000000.000000,1013000000.00000,-211000000.000000,-828000000.000000,862000000.00000,0.190,0.035,-0.538,-16.416
EDEN.PA,2023,13295000000.0000,13864000000.0000,-679000000.0000,2514000000.0000,2247000000.0000,267000000.000000,1052000000.00000,-1228000000.000000,147000000.000000,862000000.00000,0.106,0.020,-0.393,-20.418
EDEN.PA,2024,13266000000.0000,14075000000.0000,-908000000.0000,2856000000.0000,2349000000.0000,507000000.000000,1029000000.00000,-704000000.000000,-39000000.000000,812000000.00000,0.178,0.038,-0.558,-15.501
EDV.L,2021,6770900000.0000,2385200000.0000,3921500000.0000,2642100000.0000,2426600000.0000,215500000.000000,1156300000.00000,-511700000.000000,-421300000.000000,639200000.00000,0.082,0.032,0.055,0.608
EDV.L,2022,6414700000.0000,2327400000.0000,3660900000.0000,2069000000.0000,2126300000.0000,-57300000.000000,1017100000.00000,-521400000.000000,-380100000.000000,591000000.00000,-0.028,-0.009,-0.016,0.636
EDV.L,2023,5858500000.0000,2310200000.0000,3225500000.0000,2114600000.0000,2323500000.0000,-208900000.000000,646500000.00000,-820800000.000000,-276600000.000000,-116100000.00000,-0.099,-0.036,-0.065,0.716
EDV.L,2024,5513400000.0000,2520500000.0000,2705500000.0000,2675900000.0000,2976100000.0000,-300200000.000000,943300000.00000,-630000000.000000,-439100000.000000,257600000.00000,-0.112,-0.054,-0.111,0.932
EL.PA,2021,59415000000.0000,23540000000.0000,35064000000.0000,19820000000.0000,18372000000.0000,1448000000.000000,4545000000.00000,-8060000000.000000,-2040000000.000000,3515000000.00000,0.073,0.024,0.041,0.671
EL.PA,2022,60561000000.0000,22414000000.0000,37455000000.0000,24494000000.0000,22342000000.0000,2152000000.000000,4783000000.00000,-2619000000.000000,-3580000000.000000,3211000000.00000,0.088,0.036,0.057,0.598
EL.PA,2023,60523000000.0000,21631000000.0000,38239000000.0000,25395000000.0000,23106000000.0000,2289000000.000000,4861000000.00000,-1724000000.000000,-2425000000.000000,3330000000.00000,0.090,0.038,0.060,0.566
EL.PA,2024,64264000000.0000,23262000000.0000,40376000000.0000,26508000000.0000,24149000000.0000,2359000000.000000,4874000000.00000,-3622000000.000000,-1647000000.000000,3352000000.00000,0.089,0.037,0.058,0.576
ELE.MC,2021,39968000000.0000,34424000000.0000,5380000000.0000,20522000000.0000,19087000000.0000,1435000000.000000,2621000000.00000,-3073000000.000000,752000000.000000,539000000.00000,0.070,0.036,0.267,6.399
ELE.MC,2022,50067000000.0000,44309000000.0000,5557000000.0000,32540000000.0000,29999000000.0000,2541000000.000000,1672000000.00000,-8156000000.000000,6652000000.000000,-460000000.00000,0.078,0.051,0.457,7.974
ELE.MC,2023,41283000000.0000,34079000000.0000,7017000000.0000,25064000000.0000,24322000000.0000,742000000.000000,4697000000.00000,3196000000.000000,-6658000000.000000,2413000000.00000,0.030,0.018,0.106,4.857
ELE.MC,2024,37345000000.0000,28292000000.0000,8110000000.0000,20927000000.0000,19039000000.0000,1888000000.000000,3567000000.00000,-1333000000.000000,-3500000000.000000,1721000000.00000,0.090,0.051,0.233,3.489
EN.PA,2021,44642000000.0000,31853000000.0000,11144000000.0000,37589000000.0000,36464000000.0000,1125000000.000000,3576000000.00000,-1243000000.000000,-284000000.000000,1040000000.00000,0.030,0.025,0.101,2.858
EN.PA,2022,60595000000.0000,46663000000.0000,12212000000.0000,44398000000.0000,43425000000.0000,973000000.000000,2978000000.00000,-8631000000.000000,4853000000.000000,248000000.00000,0.022,0.016,0.080,3.821
EN.PA,2023,60746000000.0000,46634000000.0000,12408000000.0000,56017000000.0000,54977000000.0000,1040000000.000000,5344000000.00000,-2327000000.000000,-3370000000.000000,2680000000.00000,0.019,0.017,0.084,3.758
EN.PA,2024,63084000000.0000,48572000000.0000,12700000000.0000,56752000000.0000,55694000000.0000,1058000000.000000,5378000000.00000,-3483000000.000000,-2070000000.000000,2664000000.00000,0.019,0.017,0.083,3.825
ENEL.MI,2021,206940000000.0000,164598000000.0000,29653000000.0000,68372000000.0000,65183000000.0000,3189000000.000000,9915000000.00000,-10875000000.000000,3931000000.000000,-2286000000.00000,0.047,0.015,0.108,5.551
ENEL.MI,2022,219874000000.0000,177794000000.0000,28655000000.0000,102666000000.0000,100984000000.0000,1682000000.000000,8649000000.00000,-13626000000.000000,7394000000.000000,-4593000000.00000,0.016,0.008,0.059,6.205
ENEL.MI,2023,195224000000.0000,150115000000.0000,31755000000.0000,82499000000.0000,79061000000.0000,3438000000.000000,14620000000.00000,-10610000000.000000,-8361000000.000000,1852000000.00000,0.042,0.018,0.108,4.727
ENEL.MI,2024,187139000000.0000,137968000000.0000,33731000000.0000,70649000000.0000,63633000000.0000,7016000000.000000,13223000000.00000,-4108000000.000000,-7989000000.000000,3057000000.00000,0.099,0.037,0.208,4.090
ENG.MC,2021,9873718000.0000,6772068000.0000,3085430000.0000,975686000.0000,571860000.0000,403826000.000000,579934000.00000,100584000.000000,-102949000.000000,510080000.00000,0.414,0.041,0.131,2.195
ENG.MC,2022,9398577000.0000,6180275000.0000,3202281000.0000,957100000.0000,581326000.0000,375774000.000000,726031000.00000,669840000.000000,-1524783000.000000,635245000.00000,0.393,0.040,0.117,1.930
ENG.MC,2023,8507270000.0000,5507509000.0000,2983686000.0000,907570000.0000,565042000.0000,342528000.000000,568839000.00000,-81831000.000000,-990158000.000000,411872000.00000,0.377,0.040,0.115,1.846
ENG.MC,2024,7495935000.0000,5103791000.0000,2375762000.0000,905546000.0000,1204855000.0000,-299309000.000000,454992000.00000,930975000.000000,-962567000.000000,357100000.00000,-0.331,-0.040,-0.126,2.148
ENGI.PA,2021,225333000000.0000,183354000000.0000,36993000000.0000,57866000000.0000,54205000000.0000,3661000000.000000,7313000000.00000,-11042000000.000000,4848000000.000000,1323000000.00000,0.063,0.016,0.099,4.956
ENGI.PA,2022,235490000000.0000,196206000000.0000,34252000000.0000,93864000000.0000,93648000000.0000,216000000.000000,8586000000.00000,-4290000000.000000,-2979000000.000000,2207000000.00000,0.002,0.001,0.006,5.728
ENGI.PA,2023,194640000000.0000,158916000000.0000,30057000000.0000,82566000000.0000,80358000000.0000,2208000000.000000,13117000000.00000,-11818000000.000000,-218000000.000000,5789000000.00000,0.027,0.011,0.073,5.287
ENGI.PA,2024,189544000000.0000,148086000000.0000,34556000000.0000,73812000000.0000,69706000000.0000,4106000000.000000,13144000000.00000,-11338000000.000000,-1457000000.000000,3759000000.00000,0.056,0.022,0.119,4.285
ENI.MI,2021,137765000000.0000,93246000000.0000,44437000000.0000,76575000000.0000,70754000000.0000,5821000000.000000,12861000000.00000,-12022000000.000000,-2039000000.000000,7625000000.00000,0.076,0.042,0.131,2.098
ENI.MI,2022,152130000000.0000,96900000000.0000,54759000000.0000,132512000000.0000,118625000000.0000,13887000000.000000,17460000000.00000,-7018000000.000000,-8542000000.000000,9401000000.00000,0.105,0.091,0.254,1.770
ENI.MI,2023,142606000000.0000,88962000000.0000,53184000000.0000,93717000000.0000,88946000000.0000,4771000000.000000,15119000000.00000,-9365000000.000000,-5668000000.000000,5904000000.00000,0.051,0.033,0.090,1.673
ENI.MI,2024,146939000000.0000,91291000000.0000,52785000000.0000,88797000000.0000,86173000000.0000,2624000000.000000,13092000000.00000,-9817000000.000000,-5380000000.000000,4602000000.00000,0.030,0.018,0.050,1.729
ENR.DE,2021,44141000000.0000,28921000000.0000,14958000000.0000,28482000000.0000,28935000000.0000,-453000000.000000,1946000000.00000,-958000000.000000,-340000000.000000,959000000.00000,-0.016,-0.010,-0.030,1.933
ENR.DE,2022,51084000000.0000,33966000000.0000,17122000000.0000,29005000000.0000,29472000000.0000,-467000000.000000,2218000000.00000,-1118000000.000000,-568000000.000000,1061000000.00000,-0.016,-0.009,-0.027,1.984
ENR.DE,2023,47907000000.0000,39119000000.0000,8503000000.0000,31119000000.0000,35651000000.0000,-4532000000.000000,1622000000.00000,-1633000000.000000,-1132000000.000000,394000000.00000,-0.146,-0.095,-0.533,4.601
ENR.DE,2024,50874000000.0000,41510000000.0000,9075000000.0000,34465000000.0000,33281000000.0000,1184000000.000000,2889000000.00000,1250000000.000000,-2258000000.000000,1375000000.00000,0.034,0.023,0.130,4.574
ENT.L,2021,7252000000.0000,4083500000.0000,3167100000.0000,3830000000.0000,3580700000.0000,249300000.000000,631800000.00000,-849300000.000000,-30400000.000000,455600000.00000,0.065,0.034,0.079,1.289
ENT.L,2022,8740100000.0000,5423500000.0000,3132800000.0000,4296900000.0000,4272700000.0000,24200000.000000,640200000.00000,-1092200000.000000,616600000.000000,428200000.00000,0.006,0.003,0.008,1.731
ENT.L,2023,10850600000.0000,8057900000.0000,2268000000.0000,4769600000.0000,5698200000.0000,-928600000.000000,448100000.00000,-1521600000.000000,829300000.000000,187500000.00000,-0.195,-0.086,-0.409,3.553
ENT.L,2024,10141000000.0000,8121600000.0000,1545700000.0000,5089200000.0000,5541900000.0000,-452700000.000000,579300000.00000,-316500000.000000,-58700000.000000,281000000.00000,-0.089,-0.045,-0.293,5.254
EOAN.DE,2021,119759000000.0000,101870000000.0000,12053000000.0000,77358000000.0000,72667000000.0000,4691000000.000000,4069000000.00000,-5399000000.000000,2263000000.000000,-418000000.00000,0.061,0.039,0.389,8.452
EOAN.DE,2022,134009000000.0000,112142000000.0000,15923000000.0000,115660000000.0000,113829000000.0000,1831000000.000000,10045000000.00000,-3146000000.000000,-3146000000.000000,5469000000.00000,0.016,0.014,0.115,7.043
EOAN.DE,2023,113506000000.0000,93536000000.0000,14114000000.0000,93686000000.0000,93169000000.0000,517000000.000000,5654000000.00000,-5588000000.000000,-1844000000.000000,-356000000.00000,0.006,0.005,0.037,6.627
EOAN.DE,2024,111361000000.0000,87195000000.0000,17841000000.0000,80119000000.0000,75588000000.0000,4531000000.000000,5673000000.00000,-6626000000.000000,1106000000.000000,-1298000000.00000,0.057,0.041,0.254,4.887
EPI-A.ST,2021,48583000000.0000,22798000000.0000,25729000000.0000,39645000000.0000,32587000000.0000,7058000000.000000,7607000000.00000,-3473000000.000000,-8436000000.000000,6681000000.00000,0.178,0.145,0.274,0.886
EPI-A.ST,2022,61780000000.0000,28272000000.0000,33020000000.0000,49694000000.0000,41297000000.0000,8397000000.000000,5558000000.00000,-5991000000.000000,-3226000000.000000,4544000000.00000,0.169,0.136,0.254,0.856
EPI-A.ST,2023,67784000000.0000,30574000000.0000,36822000000.0000,60343000000.0000,50912000000.0000,9431000000.000000,7143000000.00000,-5237000000.000000,-2641000000.000000,5456000000.00000,0.156,0.139,0.256,0.830
EPI-A.ST,2024,83589000000.0000,40409000000.0000,42757000000.0000,63604000000.0000,54873000000.0000,8731000000.000000,10460000000.00000,-11690000000.000000,1899000000.000000,8604000000.00000,0.137,0.104,0.204,0.945
EQT.ST,2021,3891700000.0000,948900000.0000,2942800000.0000,1596000000.0000,686600000.0000,909400000.000000,608200000.00000,-895200000.000000,-20300000.000000,596700000.00000,0.570,0.234,0.309,0.322
EQT.ST,2022,9602600000.0000,3203900000.0000,6398700000.0000,1497300000.0000,1321000000.0000,176300000.000000,549200000.00000,-1547600000.000000,1145000000.000000,518200000.00000,0.118,0.018,0.028,0.501
EQT.ST,2023,9208300000.0000,3204700000.0000,6003600000.0000,2122000000.0000,1954000000.0000,168000000.000000,905000000.00000,1000000.000000,-415000000.000000,881000000.00000,0.079,0.018,0.028,0.534
EQT.ST,2024,11481000000.0000,3385000000.0000,8096000000.0000,2653000000.0000,1877000000.0000,776000000.000000,464000000.00000,-2000000.000000,-574000000.000000,447000000.00000,0.292,0.068,0.096,0.418
ERF.PA,2021,9332300000.0000,4655200000.0000,4647600000.0000,6717700000.0000,5935100000.0000,782600000.000000,1511400000.00000,-1021000000.000000,-910300000.000000,1005000000.00000,0.116,0.084,0.168,1.002
ERF.PA,2022,10083500000.0000,5232500000.0000,4782100000.0000,6712100000.0000,6101900000.0000,610200000.000000,1136300000.00000,-855900000.000000,-311300000.000000,476100000.00000,0.091,0.061,0.128,1.094
ERF.PA,2023,10888600000.0000,5751200000.0000,5077500000.0000,6514600000.0000,6204400000.0000,310200000.000000,1017900000.00000,-681100000.000000,413600000.000000,467800000.00000,0.048,0.028,0.061,1.133
ERF.PA,2024,10888400000.0000,5503600000.0000,5339000000.0000,6951000000.0000,6544600000.0000,406400000.000000,1318900000.00000,-846500000.000000,-1089500000.000000,790500000.00000,0.058,0.037,0.076,1.031
ERIC-B.ST,2021,305614000000.0000,198515000000.0000,108775000000.0000,232314000000.0000,209620000000.0000,22694000000.000000,39065000000.00000,-19883000000.000000,-9307000000.000000,34440000000.00000,0.098,0.074,0.209,1.825
ERIC-B.ST,2022,349537000000.0000,216233000000.0000,134814000000.0000,271546000000.0000,252822000000.0000,18724000000.000000,30863000000.00000,-34397000000.000000,-15930000000.000000,24666000000.00000,0.069,0.054,0.139,1.604
ERIC-B.ST,2023,297036000000.0000,199628000000.0000,98673000000.0000,263351000000.0000,289797000000.0000,-26446000000.000000,7177000000.00000,-8713000000.000000,1007000000.000000,1707000000.00000,-0.100,-0.089,-0.268,2.023
ERIC-B.ST,2024,292374000000.0000,199391000000.0000,94284000000.0000,247880000000.0000,247860000000.0000,20000000.000000,46261000000.00000,-15952000000.000000,-23865000000.000000,42621000000.00000,0.000,0.000,0.000,2.115
ESSITY-B.ST,2021,175050000000.0000,106543000000.0000,59874000000.0000,101466000000.0000,92846000000.0000,8620000000.000000,14667000000.00000,-12133000000.000000,-3807000000.000000,9446000000.00000,0.085,0.049,0.144,1.779
ESSITY-B.ST,2022,210600000000.0000,134036000000.0000,67346000000.0000,131320000000.0000,125753000000.0000,5567000000.000000,12874000000.00000,-14500000000.000000,1808000000.000000,7458000000.00000,0.042,0.026,0.083,1.990
ESSITY-B.ST,2023,202993000000.0000,123588000000.0000,70846000000.0000,147147000000.0000,137593000000.0000,9554000000.000000,21568000000.00000,-7109000000.000000,-11551000000.000000,14718000000.00000,0.065,0.047,0.135,1.744
ESSITY-B.ST,2024,185284000000.0000,96543000000.0000,88314000000.0000,145546000000.0000,124658000000.0000,20888000000.000000,16801000000.00000,9407000000.000000,-22336000000.000000,9405000000.00000,0.144,0.113,0.237,1.093
EVO.ST,2021,3903067000.0000,712117000.0000,3190950000.0000,1068777000.0000,463342000.0000,605435000.000000,598895000.00000,-154952000.000000,-248516000.000000,537303000.00000,0.566,0.155,0.190,0.223
EVO.ST,2022,4369371000.0000,909090000.0000,3460281000.0000,1456737000.0000,613376000.0000,843361000.000000,877465000.00000,-371596000.000000,-394201000.000000,780526000.00000,0.579,0.193,0.244,0.263
EVO.ST,2023,4973484000.0000,967269000.0000,4006215000.0000,1798601000.0000,727743000.0000,1070858000.000000,1168447000.00000,-139358000.000000,-574501000.000000,1074255000.00000,0.595,0.215,0.267,0.241
EVO.ST,2024,5346772000.0000,1374937000.0000,3971835000.0000,2063085000.0000,819070000.0000,1244015000.000000,1301004000.00000,-247971000.000000,-1238078000.000000,1164291000.00000,0.603,0.233,0.313,0.346
EXO.AS,2021,91111000000.0000,66741000000.0000,16759000000.0000,33617000000.0000,31900000000.0000,1717000000.000000,4177000000.00000,-29590000000.000000,-2188000000.000000,2217000000.00000,0.051,0.019,0.102,3.982
EXO.AS,2022,83699000000.0000,54029000000.0000,20627000000.0000,41845000000.0000,37618000000.0000,4227000000.000000,4918000000.00000,-4099000000.000000,2132000000.000000,2470000000.00000,0.101,0.051,0.205,2.619
EXO.AS,2023,94779000000.0000,61647000000.0000,23268000000.0000,44742000000.0000,40548000000.0000,4194000000.000000,4032000000.00000,-8732000000.000000,2107000000.000000,1222000000.00000,0.094,0.044,0.180,2.649
EXO.AS,2024,42460000000.0000,4248000000.0000,38212000000.0000,0.0000,-14671000000.0000,14671000000.000000,47000000.00000,-58000000.000000,-56000000.000000,47000000.00000,,0.346,0.384,0.111
EXPN.L,2021,,,,,,,,,,,,,,
EXPN.L,2022,10894000000.0000,6887000000.0000,3969000000.0000,6288000000.0000,5123000000.0000,1165000000.000000,1797000000.00000,-1118000000.000000,-687000000.000000,1289000000.00000,0.185,0.107,0.294,1.735
EXPN.L,2023,10864000000.0000,6900000000.0000,3929000000.0000,6619000000.0000,5849000000.0000,770000000.000000,1717000000.00000,-948000000.000000,-722000000.000000,1090000000.00000,0.116,0.071,0.196,1.756
EXPN.L,2024,11712000000.0000,7043000000.0000,4634000000.0000,7097000000.0000,5898000000.0000,1199000000.000000,1747000000.00000,-1099000000.000000,-551000000.000000,1107000000.00000,0.169,0.102,0.259,1.520
EZJ.L,2021,9773000000.0000,7134000000.0000,2639000000.0000,1458000000.0000,2316000000.0000,-858000000.000000,-1035000000.00000,719000000.000000,1641000000.000000,-1184000000.00000,-0.588,-0.088,-0.325,2.703
EZJ.L,2022,10454000000.0000,7921000000.0000,2533000000.0000,5769000000.0000,5938000000.0000,-169000000.000000,776000000.00000,-569000000.000000,-532000000.000000,246000000.00000,-0.029,-0.016,-0.067,3.127
EZJ.L,2023,9841000000.0000,7054000000.0000,2787000000.0000,8171000000.0000,7847000000.0000,324000000.000000,1551000000.00000,-552000000.000000,-1420000000.000000,797000000.00000,0.040,0.033,0.116,2.531
EZJ.L,2024,11035000000.0000,8062000000.0000,2973000000.0000,9309000000.0000,8857000000.0000,452000000.000000,1465000000.00000,-2946000000.000000,35000000.000000,536000000.00000,0.049,0.041,0.152,2.712
FBK.MI,2021,33867175000.0000,32140378000.0000,1726797000.0000,947640000.0000,566929000.0000,380711000.000000,-215256000.00000,-15857000.000000,-343776000.000000,-229792000.00000,0.402,0.011,0.220,18.613
FBK.MI,2022,36268885000.0000,34358488000.0000,1910397000.0000,1085736000.0000,657231000.0000,428505000.000000,269097000.00000,-12403000.000000,-258517000.000000,255717000.00000,0.395,0.012,0.224,17.985
FBK.MI,2023,33315700000.0000,31121024000.0000,2194676000.0000,1404472000.0000,795371000.0000,609101000.000000,1137646000.00000,-15724000.000000,-321302000.000000,1122079000.00000,0.434,0.018,0.278,14.180
FBK.MI,2024,34688817000.0000,32299505000.0000,2389312000.0000,1523534000.0000,871249000.0000,652285000.000000,154926000.00000,-18638000.000000,-451820000.000000,136289000.00000,0.428,0.019,0.273,13.518
FCIT.L,2021,5840501000.0000,559567000.0000,5280934000.0000,930713000.0000,11435000.0000,919278000.000000,39039000.00000,-44659000.000000,461000.000000,39039000.00000,0.988,0.157,0.174,0.106
FCIT.L,2022,5238854000.0000,589029000.0000,4649825000.0000,-474830000.0000,16547000.0000,-491377000.000000,45989000.00000,270242000.000000,-110846000.000000,45989000.00000,1.035,-0.094,-0.106,0.127
