ID,FECHA,TITULAR,URL_ARCHIVO,FUENTE,IDIOMA,SENTIMIENTO_RESULTADO,PROBABILIDAD_POSITIVO,PROBABILIDAD_NEGATIVA,PROBABILIDAD_NEUTRAL
c4ad430e-f5e0-44f2-ba31-db773e2c7977,2025-09-15,Struggling with brain fog? Here's how to fix it,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
e32cf5d1-c7e5-456c-9c8a-b68b33564d9c,2025-09-15,US farmers are being squeezed - and it's testing their deep loyalty to Trump,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
c3dad9fe-d541-430e-a044-67749cb171d1,2025-09-15,Barcelona hit six against Valencia as Rashford makes first assist,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
97902daf-fab1-4428-859f-26867301b946,2025-09-15,Man Utd have 'got worse' under Amorim - Rooney,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
122dae1c-d095-40aa-8fc9-c877918f69aa,2025-09-15,Why did this happen?,https://web.archive.org/web/20250915120000/https://www.bloomberg.com/europe/,BLOOMBERG,en,,,,
36771ce4-1eac-4be1-8cee-f4a9d8ecee90,2025-09-15,Watch: Best looks from the Emmys red carpet,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
bb199922-c6cd-4b27-830b-14a53dcc78c2,2025-09-15,"Hermeto Pascoal, 'the wizard' of Brazilian music, dies at 89",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
4880ee5d-2be6-48ce-b957-f8cc0f9070e7,2025-09-15,The Times & The Sunday Times Homepage,https://web.archive.org/web/20250915120000/https://www.thetimes.com/,THE TIMES,en,,,,
7c76d6be-c4ee-47a3-bb0b-e3c699b4c317,2025-09-15,"'There is, and always will be, only one Ricky Hatton'",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
b4c1aceb-5f44-4cd8-835a-c659c09a1df4,2025-09-15,"Why Man Utd's problem is not the system, it's the personnel",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
6c8b38d4-d4b5-48cb-8b5b-582331ebf5b3,2025-09-15,"We will never surrender our flag, UK PM says",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
fff7cf12-05ea-4636-879f-e91eea688956,2025-09-15,"We will never surrender our flag, Sir Keir Starmer says",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
73d1665e-500e-40ef-bd6f-cd29046d4f11,2025-09-15,India players refused handshakes - Pakistan coach,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
c1450108-ef43-4b2e-b918-aa42608f3562,2025-09-15,More from News Corp,https://web.archive.org/web/20250915120000/https://www.thetimes.com/,THE TIMES,en,,,,
9eaa6105-ce58-4850-9dce-07ee44bf5e5f,2025-09-15,"Mandelson should never have been ambassador, says Epstein victim's family",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
e1359b14-fb0b-4cc7-b630-e614818bb446,2025-09-15,We've detected unusual activity from your computer network,https://web.archive.org/web/20250915120000/https://www.bloomberg.com/europe/,BLOOMBERG,en,,,,
538d57e3-c39a-4643-8712-c2ee46c0849c,2025-09-15,Watch: The best and boldest looks from the Emmys,https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
5e49302c-713b-41c2-aeda-b3820fa30154,2025-09-15,"Kirk suspect 'not co-operating' with authorities, governor says",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
cfee822f-4744-413c-b175-06b74a31b269,2025-09-15,Why India's Supreme Court is 'a men's club',https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
c74ab12a-1fa2-48c8-be8c-a430538f49b8,2025-09-15,"Prince Andrew needs to be fully investigated, Giuffre family says",https://web.archive.org/web/20250915120000/https://www.bbc.com/news/,BBC,en,,,,
90b10699-f468-455a-a8b1-8bb96a3f8af2,2025-09-14,Belfast's Crocker beats Donovan to win world title,https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
c7c44a2a-4d40-41fa-b637-70b9cdda3a3c,2025-09-14,"Dozens of officers injured as up to 150,000 join Tommy Robinson rally",https://web.archive.org/web/20250914120000/https://www.bbc.com/news/,BBC,en,,,,
