Ticker,Year,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,Net Income From Continuing Operations,DepreciationAmortizationDepletion,DepreciationAndAmortization,OtherNonCashItems,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,TaxesRefundPaid,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetInvestmentPurchaseAndSale,PurchaseOfInvestments,SaleOfInvestments,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,SaleOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,Net Other Investing Changes,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetLongTermDebtIssuance,Net Issuance Payments Of Debt,LongTermDebtIssued,LongTermDebtPayments,Net Common Stock Issuance,Common Stock Issuance,Common Stock Payments,Cash Dividends Paid,Net Other Financing Charges,EndCashPosition,ChangeInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow
KGF.L,2025,1302.0,,407.0,531.0,656.0,,104.0,,,104.0,-109.0,-316.0,,,,,-318.0,-322.0,4.0,,,,-22.0,-22.0,,,-997.0,,,,,,-249.0,2.0,-251.0,-228.0,,336.0,-11.0,-6.0,353.0,-322.0,2.0,,,-251.0,980.0
KNIN.SW,2020,,,,,,,,,,,,,,,,,,-177.0,,-9.0,-9.0,,,-35.0,0.0,-53.0,,,-1.0,,0.0,-1.0,,,,,,,,,,,,0.0,,,
KNIN.SW,2021,2462.0,,2155.0,677.0,733.0,6.0,-740.0,,336.0,-740.0,-486.0,-1080.0,,,,,22.0,-197.0,22.0,-7.0,-7.0,,-902.0,-898.0,,-4.0,-800.0,,-61.0,-61.0,,-61.0,-59.0,-59.0,-59.0,-538.0,372.0,2300.0,582.0,5.0,1713.0,-204.0,,,-61.0,-59.0,2258.0
KNIN.SW,2022,4404.0,,2810.0,703.0,769.0,-39.0,892.0,,64.0,892.0,-1011.0,-223.0,,,,,91.0,,91.0,,,,-19.0,,,-70.0,-2644.0,,-200.0,-200.0,,-200.0,-646.0,-646.0,-646.0,-1186.0,,3770.0,1537.0,-67.0,2300.0,-247.0,,,-200.0,-646.0,4157.0
KNIN.SW,2023,1699.0,,1464.0,721.0,775.0,-48.0,-192.0,,-230.0,-192.0,-791.0,-243.0,,,,,77.0,,77.0,,,,-62.0,,,-31.0,-3123.0,,,0.0,,,-716.0,-716.0,-716.0,-1661.0,-7.0,2008.0,-1667.0,-95.0,3770.0,-310.0,,,0.0,-716.0,1389.0
KNIN.SW,2024,1484.0,,1230.0,772.0,824.0,22.0,-644.0,,15.0,-644.0,-370.0,-452.0,,,,,26.0,,26.0,,,,-203.0,,,,-1909.0,,,-2.0,,,-51.0,-51.0,-51.0,-1182.0,-33.0,1142.0,-877.0,11.0,2008.0,-304.0,,,-2.0,-51.0,1180.0
KNIN.SW,2025,343.0,,252.0,210.0,224.0,9.0,-119.0,,-136.0,-119.0,-110.0,-101.0,,,,,3.0,,3.0,,,,-54.0,,,,-1004.0,,-200.0,200.0,,-200.0,-1.0,-1.0,-1.0,-979.0,-11.0,-1.0,-762.0,-39.0,800.0,-55.0,,400.0,-200.0,-1.0,288.0
KPN.AS,2020,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPN.AS,2021,2128.0,,1627.0,1460.0,1460.0,-618.0,-52.0,-49.0,53.0,-52.0,-77.0,-1212.0,,-37.0,-37.0,,-910.0,-989.0,79.0,-231.0,-231.0,,166.0,-30.0,196.0,-200.0,-717.0,,191.0,191.0,689.0,-498.0,-200.0,-200.0,-200.0,-554.0,-19.0,793.0,199.0,,594.0,-1220.0,,689.0,-498.0,-200.0,908.0
KPN.AS,2022,2188.0,,993.0,1346.0,1346.0,177.0,4.0,-7.0,11.0,4.0,-50.0,-1083.0,,184.0,-65.0,249.0,-961.0,-961.0,0.0,-245.0,-245.0,,-23.0,-37.0,14.0,-38.0,-1499.0,,-981.0,-981.0,0.0,-981.0,-300.0,-300.0,-300.0,-571.0,477.0,399.0,-394.0,,793.0,-1206.0,,0.0,-981.0,-300.0,982.0
KPN.AS,2023,2242.0,,1088.0,1206.0,1206.0,218.0,74.0,75.0,-1.0,74.0,-110.0,-1427.0,,-96.0,-108.0,12.0,-923.0,-991.0,68.0,-258.0,-258.0,,-191.0,-214.0,23.0,43.0,-606.0,,443.0,443.0,593.0,-150.0,-300.0,-300.0,-300.0,-587.0,-38.0,608.0,209.0,,399.0,-1249.0,,593.0,-150.0,-300.0,993.0
KPN.AS,2024,2264.0,,1085.0,1240.0,1240.0,262.0,58.0,-7.0,65.0,58.0,-147.0,-1442.0,,62.0,-33.0,95.0,-941.0,-1006.0,65.0,-308.0,-308.0,,-209.0,-235.0,26.0,16.0,-769.0,,57.0,57.0,996.0,-939.0,-200.0,-200.0,-200.0,-646.0,163.0,662.0,53.0,,608.0,-1314.0,,996.0,-939.0,-200.0,950.0
KPN.AS,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND.L,2021,,,,,,,,,,,,,,,,,,,,,,,,,10.0,-6.0,,,,,,,,,,,,,,,,,,,,,
LAND.L,2022,381.0,,935.0,5.0,5.0,3.0,49.0,,,49.0,,-607.0,,-184.0,,,,,,,,,-399.0,-399.0,0.0,-4.0,362.0,,564.0,564.0,1053.0,-489.0,,,,-190.0,-12.0,146.0,136.0,,10.0,-42.0,,1053.0,-489.0,,339.0
LAND.L,2023,342.0,,-569.0,5.0,5.0,16.0,-97.0,,,-97.0,,834.0,,922.0,,,,,,,,,-92.0,-92.0,,,-1281.0,,-1013.0,-1013.0,394.0,-1407.0,,,,-289.0,25.0,41.0,-105.0,,146.0,-102.0,,394.0,-1407.0,,240.0
LAND.L,2024,338.0,,-227.0,4.0,4.0,37.0,-46.0,,,-46.0,,-272.0,,-163.0,,,,,,,,,0.0,0.0,,,-29.0,,281.0,281.0,708.0,-427.0,,,,-291.0,-19.0,78.0,37.0,,41.0,-126.0,,708.0,-427.0,,212.0
LAND.L,2025,256.0,,526.0,4.0,4.0,12.0,-85.0,,,-85.0,,-383.0,,-214.0,,,,,,,,,-18.0,-18.0,,,88.0,,401.0,401.0,963.0,-562.0,,,,-305.0,-7.0,39.0,-39.0,,78.0,-163.0,,963.0,-562.0,,93.0
LDO.MI,2020,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,592.0,,,,,-81.0,,,,,,,,592.0,,,
LDO.MI,2021,742.0,,587.0,335.0,485.0,237.0,-565.0,-1131.0,,-565.0,-53.0,-541.0,,,,,-596.0,-615.0,19.0,,,,,,0.0,55.0,30.0,,61.0,61.0,800.0,-739.0,,,,,-31.0,2479.0,231.0,35.0,2213.0,-615.0,,800.0,-739.0,,127.0
LDO.MI,2022,1152.0,,932.0,364.0,551.0,-11.0,-425.0,-446.0,,-425.0,-58.0,-791.0,,,,,-746.0,-762.0,16.0,,,,,,,-45.0,-1402.0,,-1388.0,-1388.0,0.0,-1388.0,,,,-80.0,66.0,1511.0,-1041.0,73.0,2479.0,-762.0,,0.0,-1388.0,,390.0
LDO.MI,2023,1186.0,,695.0,381.0,569.0,302.0,-333.0,338.0,,-333.0,-200.0,-262.0,,,,,-769.0,-782.0,13.0,,,,,,,507.0,-12.0,,-19.0,-19.0,,-19.0,,,,-83.0,90.0,2407.0,912.0,-16.0,1511.0,-782.0,,,-19.0,,404.0
LDO.MI,2024,1541.0,,1159.0,406.0,663.0,-80.0,-394.0,592.0,,-394.0,-160.0,-753.0,,,,,-879.0,-895.0,16.0,,,,,,,126.0,-678.0,,-638.0,-638.0,,-638.0,,,,-177.0,137.0,2556.0,110.0,39.0,2407.0,-895.0,,,-638.0,,646.0
LDO.MI,2025,305.0,,,,,,,,,,,24.0,,,,,,,,,,,,,,395.0,-342.0,,-133.0,-133.0,,,,,,-321.0,,1808.0,-21.0,-48.0,1869.0,,,,,,-69.0
LGEN.L,2020,,,,,,,,,,,,,,34.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGEN.L,2021,-169.0,,2043.0,,,431.0,23708.0,4734.0,-11161.0,23708.0,-564.0,133.0,,,,,-205.0,-205.0,,,,,338.0,-56.0,394.0,,-1505.0,,-349.0,-349.0,449.0,-798.0,-34.0,-34.0,-34.0,-1063.0,-28.0,16487.0,-1541.0,8.0,18020.0,-205.0,,449.0,-798.0,-34.0,-374.0
LGEN.L,2022,20464.0,,782.0,,,403.0,-86990.0,15719.0,-952.0,-86990.0,-570.0,-226.0,,,,,-187.0,-187.0,,,,,-39.0,-103.0,64.0,,-1033.0,,208.0,208.0,945.0,-737.0,-59.0,-59.0,-59.0,-1116.0,-53.0,35784.0,19205.0,92.0,16487.0,-187.0,,945.0,-737.0,-59.0,20277.0
LGEN.L,2023,-14244.0,,443.0,,,459.0,8786.0,-5730.0,-26682.0,8786.0,-186.0,-422.0,,,,,-237.0,-237.0,,,,,-185.0,-193.0,8.0,,-556.0,,682.0,682.0,1226.0,-544.0,0.0,0.0,0.0,-1172.0,-6.0,20513.0,-15222.0,-49.0,35784.0,-237.0,,1226.0,-544.0,0.0,-14481.0
LGEN.L,2024,-4446.0,,195.0,,,510.0,4172.0,-2282.0,-3001.0,4172.0,-190.0,239.0,,,,,-95.0,-95.0,,,,,334.0,-121.0,455.0,,331.0,,1852.0,1852.0,2325.0,-473.0,-201.0,-201.0,-201.0,-1230.0,-27.0,16657.0,-3876.0,20.0,20513.0,-95.0,,2325.0,-473.0,-201.0,-4541.0
LGEN.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIFCO-B.ST,2020,,,,,,,,,,,,,,,,,,,,,,,,-1056.0,,,,,,,,,,,,,,,,,,,,,,,
LIFCO-B.ST,2021,2938.0,,3141.0,393.0,939.0,-9.0,-387.0,,703.0,-387.0,-684.0,-3287.0,,,,,-266.0,-281.0,15.0,-31.0,-31.0,,-2990.0,-2990.0,,,573.0,,1200.0,1200.0,5593.0,-4393.0,,,,-643.0,16.0,1509.0,224.0,115.0,1170.0,-312.0,,5593.0,-4393.0,,2626.0
LIFCO-B.ST,2022,3069.0,,3953.0,454.0,1151.0,6.0,-1013.0,,153.0,-1013.0,-911.0,-2717.0,,,,,-249.0,-279.0,30.0,-69.0,-69.0,,-2399.0,,,,-308.0,,526.0,526.0,3475.0,-2949.0,,,,-848.0,14.0,1703.0,44.0,150.0,1509.0,-348.0,,3475.0,-2949.0,,2721.0
LIFCO-B.ST,2023,4458.0,,4753.0,600.0,1482.0,-35.0,-61.0,,-182.0,-61.0,-1343.0,-4158.0,,,,,-387.0,-429.0,42.0,-52.0,-52.0,,-3718.0,-3718.0,,-1.0,-346.0,,629.0,629.0,8371.0,-7742.0,,,,-973.0,-2.0,1591.0,-46.0,-67.0,1703.0,-481.0,,8371.0,-7742.0,,3977.0
LIFCO-B.ST,2024,4485.0,,4896.0,676.0,1684.0,-11.0,94.0,,-124.0,94.0,-1571.0,-3338.0,,,,,-409.0,-498.0,89.0,-38.0,-38.0,,-2891.0,-2891.0,,,-1404.0,,-172.0,-172.0,7791.0,-7963.0,,,,-1229.0,-3.0,1517.0,-257.0,183.0,1591.0,-536.0,,7791.0,-7963.0,,3949.0
LIFCO-B.ST,2025,971.0,,1284.0,445.0,445.0,-80.0,-292.0,,-68.0,-292.0,-386.0,-1304.0,,,,,-103.0,-103.0,,-8.0,-8.0,,-1192.0,-1192.0,,-1.0,345.0,,1675.0,1675.0,,,,,,-1090.0,1.0,1210.0,12.0,-10.0,1208.0,-111.0,,,,,860.0
LLOY.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOY.L,2021,6758.0,,6902.0,2825.0,2825.0,403.0,1917.0,8775.0,6156.0,1917.0,-796.0,-2545.0,,-697.0,-8984.0,8287.0,-1791.0,-3228.0,1437.0,,,,-57.0,-57.0,0.0,,-3234.0,,-557.0,-557.0,499.0,-1056.0,25.0,25.0,0.0,-877.0,-429.0,79194.0,979.0,70.0,78145.0,-3228.0,25.0,499.0,-1056.0,0.0,3530.0
LLOY.L,2022,22011.0,,4782.0,2396.0,2396.0,1327.0,18216.0,-15042.0,-2278.0,18216.0,-743.0,510.0,,3188.0,-7984.0,11172.0,-882.0,-2432.0,1550.0,-1423.0,-1423.0,0.0,-373.0,-409.0,36.0,,-6613.0,,-1378.0,-1378.0,838.0,-2216.0,-1982.0,31.0,-2013.0,-1475.0,-1083.0,95829.0,15908.0,727.0,79194.0,-3855.0,31.0,838.0,-2216.0,-2013.0,18156.0
LLOY.L,2023,6810.0,,7503.0,2905.0,2905.0,4096.0,-4878.0,9158.0,5114.0,-4878.0,-1437.0,-9821.0,,-5013.0,-10311.0,5298.0,-2934.0,-3961.0,1027.0,-1494.0,-1494.0,0.0,-380.0,-380.0,0.0,,-3500.0,,-328.0,-328.0,1417.0,-1745.0,-1907.0,86.0,-1993.0,-1651.0,1110.0,88838.0,-6511.0,-480.0,95829.0,-5455.0,86.0,1417.0,-1745.0,-1993.0,1355.0
LLOY.L,2024,-4393.0,,5971.0,3426.0,3426.0,3403.0,-16019.0,-2621.0,10958.0,-16019.0,-335.0,-7691.0,,-3456.0,-10518.0,7062.0,-2859.0,-4364.0,1505.0,-1197.0,-1259.0,62.0,-179.0,-179.0,0.0,,-5931.0,,-7.0,-7.0,812.0,-819.0,-1824.0,187.0,-2011.0,-1828.0,-1567.0,70816.0,-18015.0,-7.0,88838.0,-5623.0,187.0,812.0,-819.0,-2011.0,-10016.0
LLOY.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP.L,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMP.L,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8,,,,,,,,,,,-5.8,
LMP.L,2022,119.5,,738.3,,,15.0,8.9,,,8.9,0.3,-367.2,,-1.1,-1.1,,,,,,,,0.0,0.0,,-4.2,247.6,,188.0,188.0,1059.0,-871.0,167.9,167.9,,-77.5,,51.3,-0.1,,51.4,-51.0,167.9,1059.0,-871.0,,68.5
LMP.L,2023,133.0,,-507.5,,,22.2,12.6,,,12.6,-0.3,-17.4,,-0.1,-0.1,,,,,,,,0.0,0.0,0.0,-2.6,-134.3,,-10.0,-10.0,440.0,-450.0,-6.4,-6.4,,-83.3,-0.6,32.6,-18.7,,51.3,-16.9,-6.4,440.0,-450.0,,116.1
LMP.L,2024,123.1,,120.0,,,23.9,10.7,,,10.7,-0.6,206.1,,-0.5,-0.5,,,,,,,,62.8,-10.5,73.3,-1.7,-249.9,,-100.0,-100.0,669.2,-769.2,-3.0,-3.0,,-90.5,-10.6,111.9,79.3,,32.6,-5.8,-3.0,669.2,-769.2,,117.3
LMP.L,2025,316.9,,352.8,,,64.0,-4.6,,,-4.6,-0.6,-7.9,,-19.3,-19.3,,,,,,,,0.0,0.0,0.0,-8.2,-339.7,,-16.7,-16.7,406.8,-423.5,-18.7,-18.7,,-181.4,-13.1,81.2,-30.7,,111.9,-32.9,-18.7,406.8,-423.5,,284.0
LOG.MC,2020,,,,,,,,-3.5,,,,,,-1.05,-1.05,0.0,,,,,,,,-613.93,,,,,,,,,,,,,,,,,,,,8.21,,,
LOG.MC,2021,-302.03,,241.47,123.86,123.86,-20.2,-608.12,,-265.5,-608.12,-64.19,505.32,,-3.08,-3.08,0.0,-23.31,-31.86,8.55,-8.31,-8.31,0.0,538.83,,538.83,-0.0,-194.28,,,-2.71,,,-4.95,-4.95,-4.95,-158.39,,171.76,9.02,,162.74,-40.17,,,-2.71,-4.95,-342.2
LOG.MC,2022,642.96,,274.1,123.02,123.02,-16.5,274.22,,-208.73,274.22,-19.76,-389.03,,0.0,0.0,0.0,-13.27,-28.8,15.53,-7.82,-7.97,0.15,-367.94,-367.94,0.0,-0.5,-206.96,,-2.52,-2.52,,-2.52,-4.62,-4.62,-4.62,-166.17,,218.73,46.97,,171.76,-36.77,,,-2.52,-4.62,606.2
LOG.MC,2023,307.64,,369.5,157.65,157.65,-73.74,-130.65,,12.82,-130.65,-115.25,-77.91,,,,,-33.1,-35.71,2.61,-8.47,-8.47,0.0,-36.34,-176.3,139.96,-181.4,-255.5,,2.39,2.39,2.39,,-2.53,-2.53,-2.53,-189.91,-5.09,192.96,-25.77,,218.73,-44.18,,2.39,,-2.53,263.45
LOG.MC,2024,397.31,,419.21,165.47,165.47,-92.92,-75.81,,-50.22,-75.81,-123.49,-51.08,,,,,-22.68,-38.67,15.99,-8.41,-8.41,0.0,-19.98,-19.98,0.0,,-370.02,,,13.1,,,-2.78,-2.78,-2.78,-253.38,-53.9,169.17,-23.79,,192.96,-47.09,,,,-2.78,350.22
LOG.MC,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGN.SW,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGN.SW,2021,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
LOGN.SW,2022,298.32,298.32,644.51,118.54,118.54,-2.37,-591.86,-18.17,,-591.86,,-107.86,-107.86,-1.01,-15.06,14.05,-89.15,-89.15,0.0,,,,-17.7,-17.7,0.0,,-606.82,-606.82,,,,,-412.02,-412.02,-412.02,-159.41,-65.04,1328.72,-416.36,-5.25,1750.33,-89.15,,,,-412.02,209.17
LOGN.SW,2023,534.01,534.01,364.57,100.72,100.72,1.0,-43.63,5.63,,-43.63,,-105.73,-105.73,-0.49,-6.7,6.21,-92.35,-92.35,,,,,-8.53,-8.53,,-4.36,-583.35,-583.35,,,,,-418.35,-418.35,-418.35,-158.68,-35.12,1149.02,-155.07,-24.62,1328.72,-92.35,,,,-418.35,441.66
LOGN.SW,2024,1145.12,1145.12,612.14,84.75,84.75,0.13,389.43,10.76,,389.43,,-70.33,-70.33,0.6,-11.57,12.17,-55.9,-55.9,,,,,-14.42,-14.42,,-0.62,-690.17,-690.17,,,,,-504.2,-504.2,-504.2,-182.31,-35.86,1520.84,384.61,-12.79,1149.02,-55.9,,,,-504.2,1089.22
LOGN.SW,2025,842.56,842.56,631.53,79.76,79.76,0.12,-17.34,23.97,,-17.34,,-57.27,-57.27,0.48,-6.6,7.08,-56.13,-56.13,,,,,0.0,0.0,,-1.62,-797.36,-797.36,,,,,-588.84,-588.84,-588.84,-207.85,-37.07,1503.2,-12.07,-5.57,1520.84,-56.13,,,,-588.84,786.43
LONN.SW,2020,,,,,,,,,,,,,,,,9.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,
LONN.SW,2021,1217.0,,2947.0,347.0,522.0,-27.0,-278.0,300.0,,-278.0,-166.0,1021.0,,-1609.0,-1620.0,11.0,-1301.0,-1301.0,2.0,-40.0,-40.0,,72.0,-48.0,120.0,3911.0,-1283.0,,-417.0,-417.0,0.0,-417.0,-958.0,0.0,-958.0,-225.0,347.0,1582.0,955.0,8.0,619.0,-1341.0,0.0,0.0,-417.0,-958.0,-124.0
LONN.SW,2022,1020.0,,1218.0,409.0,596.0,-45.0,-581.0,114.0,,-581.0,-223.0,-974.0,,715.0,-7.0,722.0,-1830.0,-1830.0,2.0,-42.0,-42.0,,228.0,-10.0,238.0,-46.0,-284.0,,-152.0,-152.0,0.0,-152.0,-51.0,7.0,-58.0,-228.0,207.0,1339.0,-238.0,-5.0,1582.0,-1872.0,7.0,0.0,-152.0,-58.0,-852.0
LONN.SW,2023,1388.0,,655.0,449.0,621.0,-321.0,1.0,-50.0,,1.0,-145.0,-1096.0,,662.0,-23.0,685.0,-1653.0,-1653.0,1.0,-29.0,-29.0,,-93.0,-93.0,0.0,2.0,-152.0,,873.0,873.0,1348.0,-475.0,-1191.0,9.0,-1200.0,-263.0,487.0,1468.0,140.0,-11.0,1339.0,-1682.0,9.0,1348.0,-475.0,-1200.0,-294.0
LONN.SW,2024,1274.0,,637.0,472.0,647.0,5.0,-200.0,46.0,,-200.0,-136.0,-2916.0,,-404.0,-404.0,,-1381.0,-1381.0,-80.0,-36.0,-36.0,,-1075.0,-1075.0,,-48.0,1283.0,,1920.0,1920.0,2071.0,-151.0,-760.0,9.0,-769.0,-288.0,452.0,1111.0,-359.0,2.0,1468.0,-1417.0,9.0,2071.0,-151.0,-769.0,-143.0
LONN.SW,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LR.PA,2020,,,,,,,,,,,,,,,-126.8,3.6,,,,-28.3,-28.3,,,,,,,,,,,,,,,,,,,,,,,,,,
LR.PA,2021,1112.7,,905.1,179.4,306.4,49.9,-205.4,2.8,,-205.4,,-466.9,,-10.4,-150.3,,10.2,,10.2,,,,-296.2,-296.2,,,-687.1,,720.7,-165.9,794.9,-74.2,-91.7,0.0,-91.7,-377.9,-48.6,2788.3,-41.3,37.9,2791.7,-170.5,0.0,794.9,-74.2,-91.7,942.2
LR.PA,2022,1236.2,,999.5,237.6,384.2,67.8,-248.4,-29.3,,-248.4,,-463.5,,-27.2,,,5.0,,5.0,,,,-235.6,-235.6,-0.6,,-1234.4,,-6.9,-747.2,100.0,-106.9,-44.6,0.0,-44.6,-439.3,-3.3,2346.8,-461.7,20.2,2788.3,-205.7,0.0,100.0,-106.9,-44.6,1030.5
LR.PA,2023,1836.4,,1148.5,203.9,370.1,20.6,235.9,38.9,,235.9,,-413.3,,-69.1,,,1.7,,1.7,,,,-92.6,-92.6,44.1,,-927.0,,620.4,64.7,700.0,-79.6,-439.4,0.0,-439.4,-504.0,-45.0,2815.4,496.1,-27.5,2346.8,-253.3,0.0,700.0,-79.6,-439.4,1583.1
LR.PA,2024,1523.3,,1168.9,224.3,379.7,41.8,-75.3,-18.5,,-75.3,,-1735.8,,7.4,,,6.8,,6.8,,,,-1510.4,-1510.4,1.4,,-535.8,,707.1,93.2,801.5,-94.4,-46.3,0.0,-46.3,-547.0,-20.3,2080.7,-748.3,13.6,2815.4,-239.6,0.0,801.5,-94.4,-46.3,1283.7
LR.PA,2025,357.0,,335.5,63.2,104.6,16.7,-99.5,7.7,,-99.5,,-50.9,,-41.9,,,1.0,,1.0,,,,34.5,34.5,,,142.1,,771.8,769.4,800.0,-28.2,-43.1,0.0,-43.1,,,2697.1,448.2,-39.4,2288.3,-44.5,0.0,800.0,-28.2,-43.1,312.5
LSEG.L,2020,,,,,,,,-44139.0,44329.0,,,,,,,2.0,,,,,,,,,,5.0,,,,,,-228.0,,10.0,,,,,,,,,10.0,,-228.0,,
LSEG.L,2021,2602.0,,592.0,281.0,1570.0,255.0,140.0,-72668.0,72408.0,140.0,-390.0,3684.0,,-28.0,-28.0,,-90.0,-90.0,0.0,-542.0,-542.0,,4354.0,-163.0,4354.0,-32.0,-5346.0,,-4670.0,-4670.0,6944.0,-11614.0,-55.0,,-55.0,-426.0,18.0,2665.0,940.0,-60.0,1785.0,-632.0,,6944.0,-11614.0,-55.0,1970.0
LSEG.L,2022,2737.0,,979.0,290.0,1893.0,208.0,-200.0,709.0,-383.0,-200.0,-351.0,-909.0,,-227.0,-227.0,,-40.0,-193.0,153.0,-773.0,-773.0,,135.0,-768.0,903.0,-16.0,-1468.0,,-209.0,-209.0,0.0,-209.0,-383.0,,-383.0,-567.0,-77.0,3209.0,360.0,184.0,2665.0,-966.0,,0.0,-209.0,-383.0,1771.0
LSEG.L,2023,2942.0,,948.0,286.0,2143.0,91.0,-707.0,5677.0,-5331.0,-707.0,-217.0,-1369.0,,223.0,0.0,,-122.0,-122.0,0.0,-962.0,-962.0,,-523.0,-523.0,0.0,,-487.0,,2389.0,2389.0,2389.0,-1261.0,-1235.0,,-1235.0,-611.0,-794.0,3580.0,1086.0,-116.0,3209.0,-1084.0,,2389.0,-1261.0,-1235.0,1858.0
LSEG.L,2024,3396.0,,921.0,282.0,2449.0,204.0,272.0,,,272.0,-395.0,-1279.0,,360.0,-17.0,,-74.0,-74.0,,-934.0,-934.0,,-658.0,-666.0,8.0,,-824.0,,1700.0,1700.0,1700.0,,-1052.0,,-1052.0,-642.0,-599.0,3475.0,1293.0,-58.0,3580.0,-1008.0,,1700.0,,-1052.0,2388.0
LSEG.L,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP.MC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP.MC,2021,,,,,,,,,,,,1314.8,,816.6,-17193.7,18010.3,-29.4,-36.1,6.7,158.1,-89.6,247.7,-555.3,-2780.7,2225.4,-14.3,-369.4,,-0.4,-0.4,0.0,-0.4,92.0,92.0,0.0,-614.3,226.8,2887.6,459.5,9.2,2418.9,-125.7,92.0,0.0,-0.4,0.0,-611.6
MAP.MC,2022,,,,,,,,,,,,-198.5,,-704.4,-22162.8,21458.4,-64.2,-66.8,2.6,-162.7,-162.7,0.0,-219.1,-2516.2,2297.1,-3.7,-724.2,,500.0,500.0,500.0,0.0,47.8,47.8,0.0,-876.4,-315.7,2574.6,-346.0,33.0,2887.6,-229.5,47.8,500.0,0.0,0.0,347.2
MAP.MC,2023,,,,,,,,,,,,-673.6,,-1819.9,-15679.5,13859.6,-53.6,-67.3,13.7,-150.6,-150.6,0.0,476.1,-1701.0,2177.1,-87.6,-1281.1,,0.0,0.0,0.0,0.0,57.4,57.4,0.0,-964.4,-277.3,2086.0,-338.0,-150.6,2574.6,-217.9,57.4,0.0,0.0,0.0,1398.8
MAP.MC,2024,,,,,,,,,,,,-746.9,,-1677.0,-15308.1,13631.1,-57.7,-60.1,2.4,-227.3,-227.3,0.0,158.2,-1748.2,1906.4,-79.0,-1087.7,,0.0,0.0,0.0,0.0,9.7,9.7,0.0,-1098.9,93.0,1746.7,-335.6,-3.7,2086.0,-287.4,9.7,0.0,0.0,0.0,1211.6
MAP.MC,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB.MI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB.MI,2021,95.44,,,,,,,,,,,152.62,,,,,-25.79,-26.34,0.55,-28.54,-28.54,0.0,0.0,0.0,0.0,,-3.69,,,,,,0.0,0.0,,-3.69,,3273.44,244.38,0.0,3219.95,-54.88,,,,,40.57
MB.MI,2022,5145.67,,,,,,,,,,,263.54,,,,,-24.39,-26.46,2.08,-25.91,-32.16,6.25,0.0,0.0,0.0,,-821.05,,,,,,-241.43,-241.43,,-579.62,,7861.6,4588.16,0.0,3273.44,-58.62,,,,,5087.05
MB.MI,2023,-3160.96,,,,,,,,,,,170.29,,,,,-30.05,-39.75,9.7,-36.35,-36.45,0.1,-7.15,-7.4,0.25,,-633.95,,,,,,0.0,0.0,,-633.95,,4236.98,-3624.62,0.0,7861.6,-76.2,,,,,-3237.16
MB.MI,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB.MI,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBG.DE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6240.0,-9503.0,53713.0,-59953.0,,31.0,,,,,,,,,31.0,53713.0,-59953.0,,
