ticker_market,market,name,country,ticket
SLOTTB.ST,ST,Slottsviken Fastighetsaktiebolag B,sweden,SLOTTb
VISE.ST,ST,Vindico Group AB,sweden,VISE
SPEQT.ST,ST,myTaste AB,sweden,SPEQT
MOMENT.ST,ST,2E Group,sweden,MOMENT
FASTAT.ST,ST,Fastator,sweden,FASTAT
ADDVA.ST,ST,ADDvise Group AB A,sweden,ADDVa
ADDVB.ST,ST,ADDvise Group AB B,sweden,ADDVb
AGESB.ST,ST,AGES Industri AB,sweden,AGESb
AJAB.ST,ST,Byggmastare Anders J Ahlstrom Hold,sweden,AJAb
ALMT.ST,ST,ALM Equity AB,sweden,ALMT
AMAST.ST,ST,Amasten Holding publ AB,sweden,AMAST
ARCT.ST,ST,Arctic Gold Publ AB,sweden,ARCT
AURIM.ST,ST,Auriant Mining AB,sweden,AURIM
AVTCHB.ST,ST,Avtech Sweden publ AB,sweden,AVTCHb
AXIC.ST,ST,aXichem publ AB,sweden,AXIC
BIMOB.ST,ST,Bimobject,sweden,BIMOB
BRE2.ST,ST,Bredband2 i Skandinavien AB,sweden,BRE2
BRIG.ST,ST,Brighter publ AB,sweden,BRIG
CAPAC.ST,ST,Capacent Holding AB,sweden,CAPAC
CATA.ST,ST,Catella AB A,sweden,CATa
CATB.ST,ST,Catella AB B,sweden,CATb
CBTTB.ST,ST,Christian Berner Trade Tech AB,sweden,CBTTb
CIB.ST,ST,Cell Impact publ AB,sweden,CIb
CLAVI.ST,ST,Clavister Holding AB,sweden,CLAVI
SINCH.ST,ST,CLX Coms,sweden,SINCH
COEN.ST,ST,Cortus Energy AB,sweden,COEN
CONF.ST,ST,Confidence,sweden,CONF
DDM.ST,ST,DDM Group AG,sweden,DDM
DELARK.ST,ST,Delarka Holding publ AB,sweden,DELARK
DIAH.ST,ST,Diadrom Holding AB,sweden,DIAH
DIGN.ST,ST,Dignitana AB,sweden,DIGN
DISTIT.ST,ST,DistIT AB,sweden,DISTIT
DMYDB.ST,ST,Diamyd Medical,sweden,DMYDb
DOMEN.ST,ST,Dome Energy,sweden,DOMEN
DOXA.ST,ST,Doxa AB,sweden,DOXA
DRIL.ST,ST,Drillcon AB,sweden,DRIL
ELLE.ST,ST,Ellen AB,sweden,ELLE
KAKEL.ST,ST,Kakel Max,sweden,KAKEL
ENZY.ST,ST,Enzymatica publ AB,sweden,ENZY
FFLY.ST,ST,Firefly AB,sweden,FFLY
GENI.ST,ST,Generic Sweden publ AB,sweden,GENI
GENOB.ST,ST,Genovis AB,sweden,GENOb
GHUSB.ST,ST,Gotenehus Group AB,sweden,GHUSb
HANZA.ST,ST,Hanza AB,sweden,HANZA
HELIO.ST,ST,Heliospectra publ AB,sweden,HELIO
HIFAB.ST,ST,Hifab Group AB,sweden,HIFAb
HNSA.ST,ST,Hansa Medical,sweden,HNSA
HTRO.ST,ST,Hexatronic Group AB,sweden,HTRO
IMMUN.ST,ST,Immunicum AB,sweden,IMMUN
IMPC.ST,ST,Impact Coatings publ AB,sweden,IMPC
NBZG.ST,ST,Northbaze Group,sweden,NBZG
JLTM.ST,ST,JLT Mobile Computers publ AB,sweden,JLTM
KAMBI.ST,ST,Kambi Group PLC,sweden,KAMBI
KAPIAB.ST,ST,Kalleback Property Invest AB,sweden,KAPIAB
KENH.ST,ST,Kentima Holding publ AB,sweden,KENH
KOPY.ST,ST,Kopy Goldfields publ AB,sweden,KOPY
LIDDS.ST,ST,Lidds AB,sweden,LIDDS
LINKAB.ST,ST,Link Prop Investment publ AB,sweden,LINKAB
LLSWB.ST,ST,LightLab Sweden,sweden,LLSWb
MACKB.ST,ST,Mackmyra Svensk Whisky AB,sweden,MACKb
MAGNO.ST,ST,Magnolia Bostad AB,sweden,MAGNO
MANGS.ST,ST,Mangold AB,sweden,MANGS
MAV.ST,ST,Mavshack publ AB,sweden,MAV
MEDCAP.ST,ST,MedCap,sweden,MEDCAP
MEEK.ST,ST,Modern Ekonomi Sverige Holding,sweden,MEEK
IRIST.ST,ST,Irisity,sweden,IRIST
MISE.ST,ST,Misen Energy AB,sweden,MISE
MYFC.ST,ST,myFC AB,sweden,MYFC
NEXAM.ST,ST,Nexam Chemical Holding AB,sweden,NEXAM
NICO.ST,ST,Nicoccino Holding AB,sweden,NICO
NISCH.ST,ST,Nischer Properties,sweden,NISCH
NJOB.ST,ST,NetJobs Group AB,sweden,NJOB
NLABA.ST,ST,ENLABS,sweden,NLABA
CLEME.ST,ST,NC Lahega,sweden,CLEME
NWND.ST,ST,New Nordic Healthbrands AB,sweden,NWND
OBAB.ST,ST,Online Brands Nordic AB,sweden,OBAB
BINERO.ST,ST,Oniva Online,sweden,BINERO
PALSB.ST,ST,Pallas Group AB,sweden,PALSb
PCOMB.ST,ST,Precomp Solutions publ AB,sweden,PCOMb
SAXGR.ST,ST,Pilum,sweden,SAXGR
PLED.ST,ST,PledPharma,sweden,PLED
POLY.ST,ST,PolyPlank publ AB,sweden,POLY
SAVOS.ST,ST,Savo Solar Oy,sweden,SAVOS
SBOK.ST,ST,ScandBook Holding AB,sweden,SBOK
SCENS.ST,ST,Scandinavian Enviro Systems AB,sweden,SCENS
SDOS.ST,ST,ScandiDos AB,sweden,SDOS
SEABB.ST,ST,Skanska Energi AB,sweden,SEABb
SJRB.ST,ST,SJR in Scandinavia AB,sweden,SJRb
SKMO.ST,ST,Skane mollan AB,sweden,SKMO
ALLGB.ST,ST,Allgon,sweden,ALLGb
SNMP.ST,ST,ShaMaran Petroleum,sweden,SNMP
SOLT.ST,ST,SolTech Energy Sweden AB,sweden,SOLT
STEFB.ST,ST,Stendorren Fastigheter AB,sweden,STEFb
STLL.ST,ST,Stille AB,sweden,STLL
STORYB.ST,ST,Storytel,sweden,STORYb
TAGMB.ST,ST,TagMaster AB,sweden,TAGMb
TEONE.ST,ST,TargetEveryOne,sweden,TEONE
UTG1.ST,ST,Unlimited Travel Group UTG publ AB,sweden,UTG1
VEMFSDB.ST,ST,Vostok Emerging Finance Ltd,sweden,VEMFsdb
WESC.ST,ST,WeSC publ AB,sweden,WESC
WIFOG.ST,ST,Wifog Holding,sweden,WIFOG
WPAY.ST,ST,West International,sweden,WPAY
XVIVO.ST,ST,Xvivo Perfusion AB,sweden,XVIVO
ZETA.ST,ST,ZetaDisplay AB,sweden,ZETA
ZZB.ST,ST,Zinzino AB,sweden,ZZb
OV.ST,ST,Medical Prognosis Institute,sweden,OV
AAPB.ST,ST,Arc Aroma Pure AB,sweden,AAPb
BRAV.ST,ST,Bravida Holding AB,sweden,BRAV
HAMLET.ST,ST,Hamlet Pharma AB,sweden,HAMLET
KIDNOK.ST,ST,Kid ASA,sweden,KIDNOK
KLAR.ST,ST,Klaria Pharma Holding AB,sweden,KLAR
NICA.ST,ST,Nanologica publ AB,sweden,NICA
PEXAB.ST,ST,PExA AB,sweden,PEXAb
SANION.ST,ST,Saniona AB,sweden,SANION
SBANKNOK.ST,ST,Skandiabanken,sweden,SBANKNOK
AHA.ST,ST,AHA World AB,sweden,AHA
ALZ.ST,ST,Alzinova,sweden,ALZ
DOMETIC.ST,ST,Dometic Group publ AB,sweden,DOMETIC
MOXI.ST,ST,Maxkompetens Sverige,sweden,MOXI
MINEST.ST,ST,Minesto AB,sweden,MINEST
PCAT.ST,ST,Photocat AS,sweden,PCAT
WAYSH.ST,ST,Waystream Holding publ AB,sweden,WAYSH
ACMED.ST,ST,A City Media AB,sweden,ACMED
ATTE.ST,ST,Attendo International publ AB,sweden,ATTE
CAMX.ST,ST,Camurus AB,sweden,CAMX
GAMIGNOK.ST,ST,Gaming Innovation,sweden,GAMIGNOK
IMMNOV.ST,ST,Immunovia publ AB,sweden,IMMNOV
NILS.ST,ST,Nilsson Special Vehicles publ AB,sweden,NILS
SFRG.ST,ST,Stillfront Group publ AB,sweden,SFRG
SHOTE.ST,ST,Scandic Hotels Group AB,sweden,SHOTE
TCTE.ST,ST,TC TECH Sweden AB,sweden,TCTE
VICOR.ST,ST,Vicore Pharma Holding AB,sweden,VICOR
ZENZIPB.ST,ST,Zenergy,sweden,ZENZIPb
IMINT.ST,ST,Imint Image Intelligence AB,sweden,IMINT
NUEVOL.ST,ST,Nuevolution AB,sweden,NUEVOL
PHLYNOK.ST,ST,Philly Shipyard ASA,sweden,PHLYNOK
PREBON.ST,ST,Prebona AB,sweden,PREBON
QUICK.ST,ST,Quickcool,sweden,QUICK
SPIRA.ST,ST,DalsSpira Mejeri AB,sweden,SPIRA
TOLE.ST,ST,Toleranzia AB,sweden,TOLE
VISTINNOK.ST,ST,Vistin Pharma ASA,sweden,VISTINNOK
AXACNOK.ST,ST,Axactor,sweden,AXACNOK
FOUT.ST,ST,Fastout Int,sweden,FOUT
HEGR.ST,ST,Hedera Group publ,sweden,HEGR
NRCNOK.ST,ST,NRC Group,sweden,NRCNOK
PRIMEPREFB.ST,ST,Prime Living publ Pref,sweden,PRIMEprefb
RBASE.ST,ST,Raybased,sweden,RBASE
SLEEP.ST,ST,Sleepo,sweden,SLEEP
CATME.ST,ST,Catena Media,sweden,CATME
SCCB.ST,ST,Sjostrand Coffee,sweden,SCCb
ALIFB.ST,ST,AddLife,sweden,ALIFb
EVERYA.ST,ST,Everysport Media,sweden,EVERYa
FRONOK.ST,ST,Frontline,sweden,FRONOK
GARO.ST,ST,Garo,sweden,GARO
HUMAN.ST,ST,Humana,sweden,HUMAN
IMSW.ST,ST,Invent Medic Sweden,sweden,IMSW
LEOV.ST,ST,LeoVegas,sweden,LEOV
PMED.ST,ST,Peptonic Medical,sweden,PMED
POLYG.ST,ST,Polygiene,sweden,POLYG
RHOVAC.ST,ST,RhoVac ApS,sweden,RHOVAC
XBRANE.ST,ST,Xbrane Biopharma,sweden,XBRANE
XINT.ST,ST,Xintela,sweden,XINT
LOUDS.ST,ST,Cleantech Invest,sweden,LOUDS
IBTB.ST,ST,Infant Bacterial Therapeutics,sweden,IBTb
PLEJD.ST,ST,Plejd,sweden,PLEJD
SYDSV.ST,ST,Sydsvenska Hem,sweden,SYDSV
NEPA.ST,ST,Nepa,sweden,NEPA
SIMRISB.ST,ST,Simris Alg,sweden,SIMRISb
RESURS.ST,ST,Resurs,sweden,RESURS
VADS.ST,ST,Vadsbo SwitchTech,sweden,VADS
BOSJO.ST,ST,Bosjo Fastigheter,sweden,BOSJO
CLEMO.ST,ST,Clean Motion,sweden,CLEMO
NGSG.ST,ST,NGS Group,sweden,NGSG
TALKP.ST,ST,TalkPool,sweden,TALKP
CYXO.ST,ST,Cyxone,sweden,CYXO
LITIU.ST,ST,Litium,sweden,LITIU
PDXI.ST,ST,Paradox Interactive,sweden,PDXI
BONAVA.ST,ST,Bonava A,sweden,BONAVa
BONAVB.ST,ST,Bonava B,sweden,BONAVb
PIEZO.ST,ST,PiezoMotor,sweden,PIEZO
B2HNOK.ST,ST,B2holding,sweden,B2HNOK
ACADE.ST,ST,AcadeMedia,sweden,ACADE
AVMNOK.ST,ST,Avocet Mining,sweden,AVMNOK
B3.ST,ST,B3IT Management,sweden,B3
ERMA.ST,ST,Enorama Pharma,sweden,ERMA
NWGH.ST,ST,Nordic Waterproofing,sweden,NWGH
REDWPH.ST,ST,Redwood Pharma,sweden,REDWPH
SECARE.ST,ST,Swedencare,sweden,SECARE
TFBANK.ST,ST,TF Bank,sweden,TFBANK
GOMX.ST,ST,GomSpace,sweden,GOMX
LAUR.ST,ST,Lauritz.com,sweden,LAUR
ABSLC.ST,ST,Absolicon Solar Collector,sweden,ABSLC
ALELIO.ST,ST,Alelion Energy Systems,sweden,ALELIO
AROC.ST,ST,AroCell,sweden,AROC
CRNOSB.ST,ST,Cereno Scientific,sweden,CRNOSb
MAXFP.ST,ST,MaxFast Properties,sweden,MAXFP
NOFINOK.ST,ST,Norwegian Finans,sweden,NOFINOK
PROVIT.ST,ST,Provide IT Sweden,sweden,PROVIT
SRTMG.ST,ST,Shortcut Media,sweden,SRTMG
TRENOK.ST,ST,Treasure,sweden,TRENOK
BRANDB.ST,ST,VideoBur,sweden,BRANDB
SYNACT.ST,ST,SynAct Pharma,sweden,SYNACT
FLOWS.ST,ST,Crowdsoft,sweden,FLOWS
EXPRS2.ST,ST,ExpreS2ion Biotech,sweden,EXPRS2
MAHAA.ST,ST,Maha Energy,sweden,MAHAa
PENCON.ST,ST,PEN Concept,sweden,PENCON
TECHNOK.ST,ST,Techstep,sweden,TECHNOK
OPTIFR.ST,ST,OptiFreeze,sweden,OPTIFR
LAIR.ST,ST,Ascenditur,sweden,LAIR
AIKB.ST,ST,AIK Fotboll,sweden,AIKb
ARBONA.ST,ST,Arbona A,sweden,ARBONa
ARBONB.ST,ST,Arbona B,sweden,ARBONb
BRIOX.ST,ST,Briox,sweden,BRIOX
CRWEN.ST,ST,Crown Energy,sweden,CRWEN
DIVIB.ST,ST,Dividend Sweden,sweden,DIVIb
DIVIKV1B.ST,ST,Dividend Sweden Pref,sweden,DIVIkv1b
ETIN.ST,ST,ExeoTech Invest,sweden,ETIN
F2M.ST,ST,Free2Move,sweden,F2M
FNOX.ST,ST,Fortnox,sweden,FNOX
FRNTB.ST,ST,FrontOffice Nordic,sweden,FRNTb
GTABB.ST,ST,Glycorex Transplantation,sweden,GTABb
GTGS.ST,ST,Gold Town Games,sweden,GTGS
GUGEO.ST,ST,Guideline Geo,sweden,GUGEO
IMSOLB.ST,ST,Implementa Sol,sweden,IMSOLb
SUST.ST,ST,IQS Energi,sweden,SUST
KOBR.ST,ST,Kopparbergs Bryggeri,sweden,KOBR
LCTE.ST,ST,LC Tec,sweden,LCTE
LIFEB.ST,ST,LifeAssays,sweden,LIFEb
MEDNA.ST,ST,Medica Clinical Nord,sweden,MEDNA
METV.ST,ST,Metallvarden i Sverige,sweden,METV
MEGRP.ST,ST,Mediacle,sweden,MEGRP
MVVB.ST,ST,MVV Holding,sweden,MVVb
OBDUB.ST,ST,Obducat AB,sweden,OBDUb
PNVA.ST,ST,Paynova,sweden,PNVA
QUARTPREF.ST,ST,Quartiers Properties,sweden,QUARTpref
REALB.ST,ST,Real Holding i Sverige,sweden,REALb
SBC.ST,ST,Sbc Sveriges Bostadsrattscentrum,sweden,SBC
SOSIL.ST,ST,Sotkamo Silver AB,sweden,SOSIL
SWEMB.ST,ST,Swemet,sweden,SWEMb
MLTR.ST,ST,Uni Light LED,sweden,MLTR
GUARD.ST,ST,A1M Pharma,sweden,GUARD
FIL.ST,ST,Filo Mining,sweden,FIL
ALCA.ST,ST,Alcadon Group,sweden,ALCA
CYB1.ST,ST,Cyber Security 1,sweden,CYB1
ENG.ST,ST,Internationella Engelska Skolan,sweden,ENG
KLOVPREF.ST,ST,Klovern AB Pref,sweden,KLOVpref
AKERBPNOK.ST,ST,Aker BP,sweden,AKERBPNOK
MALAR.ST,ST,Malarasen,sweden,MALAR
SERT.ST,ST,Serstech,sweden,SERT
FRISQ.ST,ST,Frisq Holding,sweden,FRISQ
INDEX.ST,ST,InDex Pharma,sweden,INDEX
SOLNA.ST,ST,Solnaberg Property,sweden,SOLNA
UMIDAB.ST,ST,Umida B,sweden,UMIDAb
GAPX.ST,ST,Gasporox,sweden,GAPX
CLNKB.ST,ST,Cellink,sweden,CLNKb
TOBIN.ST,ST,Tobin Properties,sweden,TOBIN
SAGAD.ST,ST,Sagax D,sweden,SAGAd
ZETAPREF.ST,ST,ZetaDisplay Pref,sweden,ZETApref
CFISH.ST,ST,Crunchfish,sweden,CFISH
GAPWB.ST,ST,Gapwaves AB,sweden,GAPWb
EMBRACB.ST,ST,Embracer Group,sweden,EMBRACb
ATORX.ST,ST,Alligator Bioscience,sweden,ATORX
SRNKEB.ST,ST,SERNEKE,sweden,SRNKEb
VOLOPREF.ST,ST,Volati Pref,sweden,VOLOpref
STRLNG.ST,ST,Swedish Stirling,sweden,STRLNG
ADDERA.ST,ST,AdderaCare,sweden,ADDERA
ARCUSNOK.ST,ST,Arcus,sweden,ARCUSNOK
BYGGP.ST,ST,Bygg Partner i Dalarna,sweden,BYGGP
CMOTECB.ST,ST,Scandinavian ChemoTech,sweden,CMOTECb
VOLO.ST,ST,Volati,sweden,VOLO
AACM.ST,ST,AAC Microtec,sweden,AACM
ABTNOK.ST,ST,Aqua Bio Tech,sweden,ABTNOK
ACARIX.ST,ST,Acarix,sweden,ACARIX
AEROG.ST,ST,Svenska Aerogel,sweden,AEROG
AFGNOK.ST,ST,Af Gruppen,sweden,AFGNOK
AINO.ST,ST,Aino Health,sweden,AINO
AKENOK.ST,ST,Aker,sweden,AKENOK
AKSONOK.ST,ST,Aker Solutions OL,sweden,AKSONOK
ALNGNOK.ST,ST,Awilco LNG,sweden,ALNGNOK
AMSCNOK.ST,ST,American Shipping,sweden,AMSCNOK
ARCHERNOK.ST,ST,Archer,sweden,ARCHERNOK
ASCNOK.ST,ST,ABG Sundal Collier,sweden,ASCNOK
ASETEKNOK.ST,ST,Asetek,sweden,ASETEKNOK
ATEANOK.ST,ST,Atea,sweden,ATEANOK
AUSSNOK.ST,ST,Austevoll,sweden,AUSSNOK
AVANCENOK.ST,ST,Avance Gas Holding Ltd,sweden,AVANCENOK
AWDRNOK.ST,ST,Awilco Drilling,sweden,AWDRNOK
BAKKANOK.ST,ST,P/f Bakkafrost,sweden,BAKKANOK
BONNOK.ST,ST,Bonheur,sweden,BONNOK
BRGDNOK.ST,ST,Borregaard,sweden,BRGDNOK
BWLPGNOK.ST,ST,BW LPG,sweden,BWLPGNOK
BWONOK.ST,ST,BW Offshore,sweden,BWONOK
COREPREF.ST,ST,Corem Property,sweden,COREpref
CREADA.ST,ST,Creades,sweden,CREADa
DNBNOK.ST,ST,DnB,sweden,DNBNOK
DNONOK.ST,ST,DNO International,sweden,DNONOK
DOFNOK.ST,ST,Dof,sweden,DOFNOK
EDGEW.ST,ST,Edgeware,sweden,EDGEW
EMGSNOK.ST,ST,Electromagnetic Geoservices,sweden,EMGSNOK
ENROPREF.ST,ST,Eniro Pref,sweden,ENROpref
EOS.ST,ST,EnergyO Solutions,sweden,EOS
DDASANOK.ST,ST,Dolphin Drilling,sweden,DDASANOK
FPARPREF.ST,ST,FastPartner,sweden,FPARpref
FUNCOMNOK.ST,ST,Funcom,sweden,FUNCOMNOK
GJFNOK.ST,ST,Gjensidige Forsikring,sweden,GJFNOK
GOGLTNOK.ST,ST,Golden Ocean,sweden,GOGLTNOK
GSFNOK.ST,ST,Grieg Seafood,sweden,GSFNOK
HAVB.ST,ST,Havsfrun Investment,sweden,HAVb
HAVINOK.ST,ST,Havila Shipping,sweden,HAVINOK
HEMFPREF.ST,ST,Hemfosa Fastigheter Pref,sweden,HEMFpref
HEXNOK.ST,ST,Hexagon Composites,sweden,HEXNOK
HLNGNOK.ST,ST,Hoegh LNG,sweden,HLNGNOK
HYARDNOK.ST,ST,Havyard Group ASA,sweden,HYARDNOK
IDEXNOK.ST,ST,Idex ASA,sweden,IDEXNOK
ELEMNOK.ST,ST,Intex,sweden,ELEMNOK
JINNOK.ST,ST,Jinhui Shipping,sweden,JINNOK
KITNOK.ST,ST,Kitron,sweden,KITNOK
KOANOK.ST,ST,Kongsberg Automotive,sweden,KOANOK
KOGNOK.ST,ST,Kongsberg,sweden,KOGNOK
KVAERNOK.ST,ST,Kværner,sweden,KVAERNOK
LSGNOK.ST,ST,Leroy Seafood,sweden,LSGNOK
MOWINOK.ST,ST,Marine Harvest,sweden,MOWINOK
NASNOK.ST,ST,Norwegian Air Shuttle,sweden,NASNOK
NAXS.ST,ST,NAXS Nordic Access,sweden,NAXS
NELNOK.ST,ST,Nel ASA,sweden,NELNOK
NEXTNOK.ST,ST,Next Biometrics,sweden,NEXTNOK
NHYNOK.ST,ST,Norsk Hydro,sweden,NHYNOK
NODNOK.ST,ST,Nordic Semiconductor,sweden,NODNOK
NOMNOK.ST,ST,Nordic Mining,sweden,NOMNOK
NPRONOK.ST,ST,Norwegian Property,sweden,NPRONOK
NRSNOK.ST,ST,Norway Royal Salmon,sweden,NRSNOK
OCYNOK.ST,ST,Ocean Yield,sweden,OCYNOK
ODLNOK.ST,ST,Odfjell Drilli,sweden,ODLNOK
OLTNOK.ST,ST,Olav Thon Eien,sweden,OLTNOK
OTELLONOK.ST,ST,Opera Software,sweden,OTELLONOK
OPPREF.ST,ST,Oscar Properties Pref,sweden,OPpref
OPPREFB.ST,ST,Oscar Properties Pref B,sweden,OPprefb
ORKNOK.ST,ST,Orkla,sweden,ORKNOK
PGSNOK.ST,ST,Petroleum Geo - Services,sweden,PGSNOK
PHONOK.ST,ST,Photocure,sweden,PHONOK
PLCSNOK.ST,ST,Polarcus,sweden,PLCSNOK
PROTCTNOK.ST,ST,Protector Forsikring,sweden,PROTCTNOK
PRSNOK.ST,ST,Prosafe,sweden,PRSNOK
QECNOK.ST,ST,Questerre Energy Corporation,sweden,QECNOK
RECNOK.ST,ST,REC Silicon,sweden,RECNOK
SAGAPREF.ST,ST,Sagax Pref,sweden,SAGApref
SALMNOK.ST,ST,SalMar,sweden,SALMNOK
SBONOK.ST,ST,Selvaag Bolig,sweden,SBONOK
SDRLNOK.ST,ST,Seadrill Ltd,sweden,SDRLNOK
SEYE.ST,ST,Smart Eye,sweden,SEYE
SNINOK.ST,ST,Stolt-Nielsen,sweden,SNINOK
SOLONNOK.ST,ST,Solon Eiendom,sweden,SOLONNOK
SPUNOK.ST,ST,Spectrum,sweden,SPUNOK
SRBANKNOK.ST,ST,Sparebank 1Sr,sweden,SRBANKNOK
STBNOK.ST,ST,Storebrand,sweden,STBNOK
EQNRNOK.ST,ST,Equinor,sweden,EQNRNOK
SUBCNOK.ST,ST,Subsea 7,sweden,SUBCNOK
SVOLA.ST,ST,Svolder,sweden,SVOLa
SVOLB.ST,ST,Svolder,sweden,SVOLb
TELNOK.ST,ST,Telenor,sweden,TELNOK
TGSNOK.ST,ST,TGS-NOPEC Geophysical,sweden,TGSNOK
THINNOK.ST,ST,Thin Film Electronics ASA,sweden,THINNOK
TOMNOK.ST,ST,Tomra Systems,sweden,TOMNOK
VEINOK.ST,ST,Veidekke,sweden,VEINOK
VICPPREF.ST,ST,Victoria Park Pref,sweden,VICPpref
WALWILNOK.ST,ST,Wallenius Wilhelmsen,sweden,WALWILNOK
WWIBNOK.ST,ST,Wilhelm Wilhelmsen B,sweden,WWIBNOK
WWINOK.ST,ST,Wilh Wilhelmsen Holding,sweden,WWINOK
XXLNOK.ST,ST,XXL ASA,sweden,XXLNOK
YARNOK.ST,ST,Yara International,sweden,YARNOK
ZALNOK.ST,ST,Zalaris ASA,sweden,ZALNOK
NICKE.ST,ST,Nickel Mountain,sweden,NICKE
TIROINT.ST,ST,Transiro Int,sweden,TIROINT
IZAFEB.ST,ST,MediRatt,sweden,IZAFEb
CUR.ST,ST,Rethinking Care,sweden,CUR
STWA.ST,ST,SeaTwirl,sweden,STWA
AQ.ST,ST,AQ AB,sweden,AQ
MULT.ST,ST,MultiDocker Cargo,sweden,MULT
EFFP.ST,ST,Effnetplattformen Dividend,sweden,EFFP
ACOUS.ST,ST,Acousort,sweden,ACOUS
ALHX.ST,ST,AlphaHelix Molecular,sweden,ALHX
ALONB.ST,ST,Archelon B,sweden,ALONb
ALTEM.ST,ST,Alteco Medical,sweden,ALTEM
AMBI.ST,ST,Ambia Trading,sweden,AMBI
AMH2B.ST,ST,Amhult 2,sweden,AMH2b
AMNO.ST,ST,Amnode,sweden,AMNO
ANGLR.ST,ST,Angler Gaming,sweden,ANGLR
APSTR.ST,ST,AppSpotr,sweden,APSTR
AXKID.ST,ST,Axon Kids,sweden,AXKID
BAHNB.ST,ST,Bahnhof,sweden,BAHNb
BEOSDB.ST,ST,Beowulf Mining,sweden,BEOsdb
BOTX.ST,ST,Botnia Exploration,sweden,BOTX
BRAIN.ST,ST,BrainCool,sweden,BRAIN
CAMB.ST,ST,Consensus Asset,sweden,CAMb
REDR.ST,ST,Community Entertainment,sweden,REDR
CHALB.ST,ST,Challenger Mobile,sweden,CHALb
CLSRB.ST,ST,Clinical Laserthermia,sweden,CLSRb
CSEC.ST,ST,C Security Systems,sweden,CSEC
DBPHAB.ST,ST,Double Bond Pharma,sweden,DBPHAb
DEXTECH.ST,ST,Dextech Medical,sweden,DEXTECH
EASYB.ST,ST,EasyFill,sweden,EASYb
ECCB.ST,ST,Ecoclime Group,sweden,ECCb
ECOB.ST,ST,EcoRub,sweden,ECOb
ECOM.ST,ST,Ecomb,sweden,ECOM
ENVIRB.ST,ST,Envirologic,sweden,ENVIRb
EQL.ST,ST,EQL Pharma,sweden,EQL
EUCI.ST,ST,Eurocine Vaccines,sweden,EUCI
EURIB.ST,ST,European Institute of Science,sweden,EURIb
EUROC.ST,ST,Eurocon Consulting,sweden,EUROC
FINEP.ST,ST,Finepart Sweden,sweden,FINEP
FXI.ST,ST,FX International,sweden,FXI
GENES.ST,ST,Genesis IT,sweden,GENES
GJAB.ST,ST,Gullberg & Jansson,sweden,GJAB
GREAT.ST,ST,Greater Than,sweden,GREAT
HOMEB.ST,ST,HomeMaid,sweden,HOMEb
INSPL.ST,ST,Insplorion,sweden,INSPL
JOJK.ST,ST,Jojka Communications,sweden,JOJK
JOSA.ST,ST,Josab Intl,sweden,JOSA
KLICB.ST,ST,Klick Data,sweden,KLICb
LATFB.ST,ST,Latvian Forest,sweden,LATFb
LOVI.ST,ST,Lovisagruvan,sweden,LOVI
QUIA.ST,ST,Lucent Oil,sweden,QUIA
MEDF.ST,ST,Medfield Diagnostics,sweden,MEDF
MENUB.ST,ST,MenuCard,sweden,MENUb
MIHO.ST,ST,Miris Holding,sweden,MIHO
MODI.ST,ST,Motion Display Scandinavia,sweden,MODI
MPEN.ST,ST,MedicPen,sweden,MPEN
MPOS.ST,ST,Micropos Medical,sweden,MPOS
NANEXA.ST,ST,Nanexa,sweden,NANEXA
NETG.ST,ST,Net Gaming,sweden,NETG
NEVIB.ST,ST,New Equity Venture,sweden,NEVIb
NFO.ST,ST,NFO Drives,sweden,NFO
NOVU.ST,ST,Novus Group Intl,sweden,NOVU
OBOYAB.ST,ST,Oboya Horticulture,sweden,OBOYAb
ORTB.ST,ST,Ortoma,sweden,ORTb
PARAN.ST,ST,Parans Solar Lighting,sweden,PARAN
PB.ST,ST,PromikBook,sweden,PB
PHAL.ST,ST,PharmaLundensis,sweden,PHAL
PHIG.ST,ST,Phase Holographic,sweden,PHIG
PLUND.ST,ST,ProstaLund,sweden,PLUND
RAILG.ST,ST,Railcare,sweden,RAILG
RECYB.ST,ST,Recyctec Holding,sweden,RECYb
RESPS.ST,ST,Respiratorius,sweden,RESPS
RLSC.ST,ST,RLS Global,sweden,RLSC
SAFES.ST,ST,Safe At Sea,sweden,SAFES
SDET.ST,ST,SensoDetect,sweden,SDET
SEZI.ST,ST,Senzime,sweden,SEZI
SIVEH.ST,ST,Sivers IMA,sweden,SIVEH
SPAGO.ST,ST,Spago Nanomedical,sweden,SPAGO
STVAB.ST,ST,Star Vault,sweden,STVAb
SYNTH.ST,ST,SyntheticMR,sweden,SYNTH
TAURB.ST,ST,Taurus Energy,sweden,TAURb
TIKS.ST,ST,TiksPac,sweden,TIKS
TOURN.ST,ST,Tourn International,sweden,TOURN
TRANSA.ST,ST,Transferator A,sweden,TRANSa
TRANSB.ST,ST,Transferator B,sweden,TRANSb
TRUEB.ST,ST,True Heading,sweden,TRUEb
WNT.ST,ST,Wntresearch,sweden,WNT
WTGR.ST,ST,Wonderful Times,sweden,WTGR
EXALT.ST,ST,Xtranet Gruppen i Stockholm,sweden,EXALT
OBDUPREFB.ST,ST,Obducat Pref B,sweden,OBDUprefb
AERWB.ST,ST,Aerowash,sweden,AERWb
HOYLU.ST,ST,Hoylu,sweden,HOYLU
ONCO.ST,ST,Oncopeptides,sweden,ONCO
